,CROPS,TYPE_OF_CROP,SOIL,SOIL_PH_LOW,SOIL_PH_HIGH,CROPDURATION_MIN,CROPDURATION_MAX,MIN_TEMP,MAX_TEMP,WATER_REQUIRED_MIN,WATER_REQUIRED_MAX,RELATIVE_HUMIDITY_MIN,RELATIVE_HUMIDITY_MAX
6114,watermelon,cereals,medium to heavy black soil,4,5,78.2653445,632.8134894,5,16,740.7238536,534.6873659,16,18
6115,watermelon,cereals,"Well-drained, Loamy Soil",4,5,786.0262671,189.0865471,5,16,1148.166227,906.8235357,16,18
6116,watermelon,cereals,Silt Loam to loamy,4,5,169.031561,705.6466062,5,16,1459.640564,1082.467925,16,18
6117,watermelon,cereals,Loamy,4,5,449.318991,268.1662829,5,16,1454.166895,2171.855,16,18
6118,watermelon,cereals,Rich red loamy soil,4,5,297.6732117,78.78722284,5,16,477.7964434,597.7667938,16,18
6119,watermelon,cereals,deep loam soils,4,5,139.0484984,212.0647973,5,16,1684.919205,1434.785717,16,18
6120,watermelon,cereals,Sandy and Clay Loam,4,5,134.1541309,877.80582,5,16,701.060322,1796.480133,16,18
6121,watermelon,cereals,clay-based soil,4,5,843.1792632,236.3693327,5,16,1087.180486,1497.303327,16,18
6122,watermelon,cereals,Alluvia or loamy and clayey soil,4,5,429.507433,478.5191753,5,16,1459.378633,837.9830759,16,18
6123,watermelon,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,554.3376951,140.5676349,5,16,1120.014211,2180.797528,16,18
6124,watermelon,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,535.7685522,41.27851848,5,16,936.2673418,1928.652966,16,18
6125,watermelon,cereals,light or sandy loam soil,4,5,438.2369271,413.2416431,5,16,1726.926026,1266.115767,16,18
6126,watermelon,cereals,Sandy and Clay Loam,4,5,296.0567194,234.3748141,5,16,1699.307624,1762.559328,16,18
6127,watermelon,cereals,Well grained deep loamy moist and alluviual soil,4,5,905.767875,621.2779941,5,16,870.8330599,838.3858429,16,18
6128,watermelon,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,712.2973505,90.03712979,5,16,871.9625259,1836.379102,16,18
6129,watermelon,cereals,Alluvia or loamy and clayey soil,4,5,548.848641,879.9934726,5,16,354.3607133,1607.005471,16,18
6130,watermelon,cereals,well-drained sandy loams or sandy soils ,4,5,400.1176321,540.1221204,5,16,1511.595263,1419.221552,16,18
6131,watermelon,cereals,Red sandy loam,4,5,395.9873212,280.9030496,5,16,1340.450467,1108.702633,16,18
6132,watermelon,cereals,Rich red loamy soil,4,5,66.65005896,158.6295199,5,16,1103.372134,2332.337676,16,18
6133,watermelon,cereals,Sandy,4,5,746.5168672,707.31078,5,16,1057.855713,671.2760022,16,18
6134,watermelon,cereals, Any Loamy,4,5,912.0509066,300.4808666,5,16,439.3887323,1102.31702,16,18
6135,watermelon,cereals,Well drained sandy loam and clayey loam soils ,4,5,708.6032453,60.8257063,5,16,1308.29146,1030.955168,16,18
6136,watermelon,cereals,"clay, clay loam, or sandy loam soils",4,5,912.2010306,505.7053027,5,16,1678.895985,1142.38541,16,18
6137,watermelon,cereals,sandy loam to clays of black cotton soils,4,5,535.5626695,487.3605269,5,16,1806.121433,483.4306036,16,18
6138,watermelon,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,87.92923195,557.1282874,5,16,1350.251435,1604.239643,16,18
6139,watermelon,cereals,medium to heavy black soil,4,5,684.9057923,889.1741872,5,16,765.4189314,1563.568892,16,18
6140,watermelon,cereals,wide range of soils,4,5,619.6674381,775.422395,5,16,1048.850501,2263.809891,16,18
6141,watermelon,cereals,Sandy Loam,4,5,568.7547321,773.4849308,5,16,1354.504031,1126.998883,16,18
6142,watermelon,cereals,clay-based soil,4,5,533.8054236,528.4884829,5,16,946.0080292,856.1290542,16,18
6143,watermelon,cereals,Loamy Soil,4,5,336.9011343,635.8142732,5,16,366.8359261,753.6728986,16,18
6144,watermelon,cereals,well-drained soil,4,5,328.6980808,904.0097101,5,16,1479.248373,651.3327832,16,18
6145,watermelon,cereals,Red lateritic loam,4,5,155.6043529,668.9516589,5,16,1742.293293,1857.825504,16,18
6146,watermelon,cereals,"Well-drained, Loamy Soil",4,5,895.1479316,944.4595668,5,16,1041.546325,1674.20756,16,18
6147,watermelon,cereals,Loamy soil/ Lateritic soil,4,5,425.91942,921.7894129,5,16,485.9079647,2205.404827,16,18
6148,watermelon,cereals, light to heavy soils ,4,5,492.7564983,629.6869336,5,16,1807.361831,545.147183,16,18
6149,watermelon,cereals,Sandy Loam,4,5,33.12203563,120.2228964,5,16,1571.85977,2198.601488,16,18
6150,watermelon,cereals,Loamy Soil,4,5,616.5788013,45.40706869,5,16,1761.270377,1076.987987,16,18
6151,watermelon,cereals,well-drained soil,4,5,416.4844807,648.8353913,5,16,884.0528656,1902.518701,16,18
6152,watermelon,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,744.1770467,610.6464442,5,16,1714.217379,2284.65436,16,18
6153,watermelon,cereals,deep loam soils,4,5,151.7257223,77.61560627,5,16,748.0860323,1720.732287,16,18
6154,watermelon,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,242.4642483,183.3815548,5,16,552.2632736,1910.160935,16,18
6155,watermelon,cereals,Well grained deep loamy moist and alluviual soil,4,5,332.8606929,423.9682125,5,16,1001.301683,1750.671115,16,18
6156,watermelon,cereals,Loamy,4,5,610.0695307,265.8021335,5,16,1864.248847,436.1739948,16,18
6157,watermelon,cereals,deep loam soils,4,5,305.2885594,755.9030014,5,16,496.2599638,818.8109834,16,18
6158,watermelon,cereals,LoamySandy,4,5,667.2858114,82.55502316,5,16,1471.490131,1394.963171,16,18
6159,watermelon,cereals,Well drained sandy loam and clayey loam soils ,4,5,305.1743295,293.167072,5,16,1782.041203,512.963942,16,18
6160,watermelon,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,593.1914313,555.6028625,5,16,1531.416805,2360.714329,16,18
6161,watermelon,cereals,well-drained sandy loams or sandy soils ,4,5,935.4128427,881.5405802,5,16,454.413948,2091.486652,16,18
6162,watermelon,cereals,Alluvia or loamy and clayey soil,4,5,97.98765311,101.0429531,5,16,637.2024058,1710.915366,16,18
6163,watermelon,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,324.5745404,815.073101,5,16,660.612824,885.5445369,16,18
6164,watermelon,cereals,all types of friable soil,4,5,872.1958448,474.5753818,5,16,667.8244829,1132.490561,16,18
6165,watermelon,cereals,well-drained soil,4,5,665.9565412,776.1956494,5,16,411.2759097,742.6209733,16,18
6166,watermelon,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,605.6497198,572.9878686,5,16,1217.301243,470.4753567,16,18
6167,watermelon,cereals,clay-based soil,4,5,523.5366487,779.7893407,5,16,1407.102059,802.7559055,16,18
6168,watermelon,cereals,medium to heavy black soil,4,5,829.0264261,516.8399581,5,16,1755.221725,1318.135479,16,18
6169,watermelon,cereals,Silt Loam to loamy,4,5,212.0178175,942.8517918,5,16,873.5033513,1093.653663,16,18
6170,watermelon,cereals,Loamy,4,5,408.6364325,510.9993129,5,16,416.5972077,1969.277497,16,18
6171,watermelon,cereals,Loamy Soil,4,5,60.05246929,71.10804852,5,16,1685.634989,1296.522922,16,18
6172,watermelon,cereals,Red sandy loam,4,5,347.2552994,393.8151263,5,16,543.3411169,1904.067136,16,18
6173,watermelon,cereals,Sandy Loam,4,5,673.9422608,578.3645051,5,16,1020.514446,2011.508567,16,18
6174,watermelon,cereals,sandy soils to heavy cotton soils,4,5,555.631578,574.6787253,5,16,513.7506709,666.6966161,16,18
6175,watermelon,cereals,Well grained deep loamy moist and alluviual soil,4,5,195.5231997,840.2475853,5,16,1515.691139,2032.964312,16,18
6176,watermelon,cereals,Sandy loam,4,5,320.0019401,222.873166,5,16,1516.103761,1789.865621,16,18
6177,watermelon,cereals,Rich red loamy soil,4,5,397.8428514,650.0536244,5,16,1053.98104,1009.912426,16,18
6178,watermelon,cereals,all types of friable soil,4,5,257.6028449,244.0581222,5,16,1207.469514,1352.454281,16,18
6179,watermelon,cereals,Well Drained,4,5,311.6495826,374.0507578,5,16,1341.731392,1222.424766,16,18
6180,watermelon,cereals,Well drained sandy loam and clayey loam soils ,4,5,482.0813025,46.90566756,5,16,1340.064705,1973.752599,16,18
6181,watermelon,cereals, Any Loamy,4,5,57.48721602,812.8095966,5,16,428.4067941,884.7603584,16,18
6182,watermelon,cereals,well-drained loamy soils,4,5,421.2425581,122.8302177,5,16,478.9348033,809.419787,16,18
6183,watermelon,cereals,Alluvia or loamy and clayey soil,4,5,667.9728862,662.3531816,5,16,1789.602693,2231.164496,16,18
6184,watermelon,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,430.7021792,30.06564538,5,16,1191.437319,2323.500419,16,18
6185,watermelon,cereals,Rich red loamy soil,4,5,510.6050287,787.8615488,5,16,782.2348036,564.1326604,16,18
6186,watermelon,cereals,Sandy Loam,4,5,413.4540119,791.2733168,5,16,380.0086274,2036.214986,16,18
6187,watermelon,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,634.7434208,655.3576407,5,16,1693.264412,1599.567264,16,18
6188,watermelon,cereals,well-drained loamy soils,4,5,397.7090468,781.4046676,5,16,1696.607775,1113.942993,16,18
6189,watermelon,cereals,Alluvia or loamy and clayey soil,4,5,475.1290902,661.3895351,5,16,1043.237281,1736.334634,16,18
6190,watermelon,cereals,Alluvia or loamy and clayey soil,4,5,356.1106264,698.668381,5,16,1224.445918,2082.62567,16,18
6191,watermelon,cereals,Sandy and Clay Loam,4,5,61.61210441,477.0931357,5,16,1237.103175,538.0583403,16,18
6192,watermelon,cereals,Sandy Loam,4,5,520.0236345,680.1479641,5,16,1502.219142,721.8442363,16,18
6193,watermelon,cereals,Alluvia or loamy and clayey soil,4,5,935.8288984,390.6862255,5,16,339.5632372,2001.006851,16,18
6194,watermelon,cereals,Loamy soil,4,5,269.1116377,714.7539234,5,16,1230.901524,887.90699,16,18
6195,watermelon,cereals,"Well-drained, Loamy Soil",4,5,397.155532,495.2211416,5,16,389.5066045,433.3204029,16,18
6196,watermelon,cereals,light or sandy loam soil,4,5,580.6081636,690.466735,5,16,1104.425453,418.2562885,16,18
6197,watermelon,cereals,well-drained sandy loams or sandy soils ,4,5,814.5694513,38.13808618,5,16,438.5691441,984.7134272,16,18
6198,watermelon,cereals,Sandy Loam,4,5,110.1194369,160.0722491,5,16,1282.762232,2200.771366,16,18
6199,watermelon,cereals,wide range of soils,4,5,761.3544785,480.4800387,5,16,1837.254699,1308.966786,16,18
6200,watermelon,cereals,Well grained deep loamy moist and alluviual soil,4,5,482.1860064,412.1053565,5,16,615.8530467,941.3529842,16,18
6201,watermelon,cereals,Loamy soil,4,5,605.9852811,553.0472931,5,16,1370.869638,910.5586458,16,18
6202,watermelon,cereals,deep loam soils,4,5,937.3465342,372.4150252,5,16,1150.8819,1590.401294,16,18
6203,watermelon,cereals,Sandy Loam,4,5,873.2875905,239.0292987,5,16,1027.542366,1104.707604,16,18
6204,watermelon,cereals,light or sandy loam soil,4,5,84.82417102,703.8394141,5,16,1295.078958,460.9138841,16,18
6205,muskmelon,cereals,deep loam soils,4,5,418.4443637,469.1860146,5,16,1775.283506,2317.463822,16,18
6206,muskmelon,cereals, Any Loamy,4,5,629.0741571,593.0673627,5,16,737.5909538,1786.988738,16,18
6207,muskmelon,cereals, well-drained sandy loams or sandy soils ,4,5,80.2051351,734.1150645,5,16,1376.606018,1844.284406,16,18
6208,muskmelon,cereals,Well drained sandy loam and clayey loam soils ,4,5,157.070409,358.1899715,5,16,1010.054462,1403.734998,16,18
6209,muskmelon,cereals,Well drained loamy soil,4,5,390.7395572,63.473351,5,16,1600.33036,1534.673683,16,18
6210,muskmelon,cereals,Loamy Soil,4,5,102.6519259,412.8820279,5,16,1258.22879,2320.259561,16,18
6211,muskmelon,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,466.538883,425.0128382,5,16,1376.403775,1795.132778,16,18
6212,muskmelon,cereals,deep loam soils,4,5,85.86349316,108.6427134,5,16,1720.389891,1515.580806,16,18
6213,muskmelon,cereals,Well drained sandy loam and clayey loam soils ,4,5,872.145296,762.6338027,5,16,1639.229536,1717.302358,16,18
6214,muskmelon,cereals, light to heavy soils ,4,5,92.7549822,518.3492218,5,16,909.289508,449.8362609,16,18
6215,muskmelon,cereals,Alluvia or loamy and clayey soil,4,5,221.115238,946.2514236,5,16,795.3084351,1557.314533,16,18
6216,muskmelon,cereals, well-drained sandy loams or sandy soils ,4,5,419.2659044,551.3400856,5,16,1541.819026,1355.966328,16,18
6217,muskmelon,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,533.6423853,303.3079806,5,16,1348.294616,638.7354066,16,18
6218,muskmelon,cereals,Rich red loamy soil,4,5,816.4782384,574.4982713,5,16,1662.308428,899.1499539,16,18
6219,muskmelon,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,388.1803647,210.1493335,5,16,439.7075097,1118.969141,16,18
6220,muskmelon,cereals,Loamy soil/ Lateritic soil,4,5,29.10258915,505.1539792,5,16,1481.325534,1065.500157,16,18
6221,muskmelon,cereals,Loamy,4,5,945.2666989,695.9548017,5,16,1421.360661,1451.546272,16,18
6222,muskmelon,cereals,Well drained loamy soil,4,5,268.4568844,665.0845936,5,16,1359.79064,886.1937464,16,18
6223,muskmelon,cereals,"alluvial,loamy ",4,5,836.8697677,94.5529478,5,16,1412.649856,1814.233667,16,18
6224,muskmelon,cereals,Well Drained,4,5,794.5513802,939.3830805,5,16,1525.738112,1781.964316,16,18
6225,muskmelon,cereals,medium to heavy black soil,4,5,423.4688392,693.7784437,5,16,1022.567594,1857.575568,16,18
6226,muskmelon,cereals,sandy loam to clays of black cotton soils,4,5,515.632544,845.8374163,5,16,509.03944,1262.728003,16,18
6227,muskmelon,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,702.3541881,134.2304211,5,16,934.7924005,1002.058413,16,18
6228,muskmelon,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,536.2998195,671.0159523,5,16,1399.581427,487.7885018,16,18
6229,muskmelon,cereals,Rich red loamy soil,4,5,167.8050706,155.2765834,5,16,1762.842812,1207.951336,16,18
6230,muskmelon,cereals,Loamy,4,5,546.1640771,444.6286058,5,16,759.5851243,780.341892,16,18
6231,muskmelon,cereals,Loamy Soil,4,5,821.7427446,24.62277684,5,16,534.9600492,1777.923341,16,18
6232,muskmelon,cereals,medium to heavy black soil,4,5,872.3857035,389.3740437,5,16,1791.416755,1560.651253,16,18
6233,muskmelon,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,893.1209342,534.819067,5,16,1136.381904,673.1240074,16,18
6234,muskmelon,cereals,deep loam soils,4,5,480.365361,295.0242755,5,16,1139.942807,2251.37492,16,18
6235,muskmelon,cereals,"alluvial,loamy ",4,5,199.8341046,932.7060288,5,16,720.8630787,2253.901737,16,18
6236,muskmelon,cereals,clay-based soil,4,5,273.8778036,346.7695433,5,16,543.4081439,977.0622504,16,18
6237,muskmelon,cereals,Sandy and Clay Loam,4,5,561.0321743,910.646279,5,16,972.4781655,606.5550839,16,18
6238,muskmelon,cereals,Loamy soil/ Lateritic soil,4,5,753.949346,105.6647156,5,16,1596.77943,2227.741586,16,18
6239,muskmelon,cereals,Silt Loam to loamy,4,5,568.1607427,249.6078476,5,16,689.514322,2306.95288,16,18
6240,muskmelon,cereals,Sandy and Clay Loam,4,5,746.8178549,535.1025489,5,16,1167.473037,1989.210364,16,18
6241,muskmelon,cereals,"alluvial,loamy ",4,5,758.1587073,572.3643084,5,16,1319.194837,2258.018728,16,18
6242,muskmelon,cereals,Well drained loamy soil,4,5,464.2630732,87.86215143,5,16,1482.288916,1102.945199,16,18
6243,muskmelon,cereals,"clay, clay loam, or sandy loam soils",4,5,908.6343658,933.775476,5,16,1709.701262,523.510587,16,18
6244,muskmelon,cereals,well-drained loamy soils,4,5,309.3640051,545.0231573,5,16,737.6493971,2061.424753,16,18
6245,muskmelon,cereals,well-drained sandy loams or sandy soils ,4,5,934.2301351,388.8616275,5,16,909.3944774,958.382596,16,18
6246,muskmelon,cereals,well-drained sandy loams or sandy soils ,4,5,880.9732415,623.0755319,5,16,791.6165431,991.8876267,16,18
6247,muskmelon,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,711.0892236,56.30108474,5,16,393.7057957,475.9730092,16,18
6248,muskmelon,cereals,all types of friable soil,4,5,645.4357495,574.362371,5,16,804.4872709,845.7582067,16,18
6249,muskmelon,cereals,well-drained sandy loams or sandy soils ,4,5,208.9529657,705.7360563,5,16,1017.498556,1656.635106,16,18
6250,muskmelon,cereals,Red lateritic loam,4,5,504.3259646,507.4179282,5,16,1820.308034,1012.966514,16,18
6251,muskmelon,cereals,Red sandy loam,4,5,265.5113916,40.77356499,5,16,572.9016416,445.9354404,16,18
6252,muskmelon,cereals,all types of friable soil,4,5,230.865749,24.39387438,5,16,722.766304,2109.064005,16,18
6253,muskmelon,cereals,"Well-drained, Loamy Soil",4,5,947.1141629,147.3942726,5,16,1474.487824,2286.240399,16,18
6254,muskmelon,cereals, well-drained sandy loams or sandy soils ,4,5,391.3951969,159.5604181,5,16,760.6725519,1487.071571,16,18
6255,muskmelon,cereals, light to heavy soils ,4,5,340.9776727,513.5636509,5,16,1748.054169,2323.508728,16,18
6256,muskmelon,cereals, Any Loamy,4,5,721.2043423,172.0789065,5,16,1865.350826,1570.907703,16,18
6257,muskmelon,cereals,Sandy,4,5,744.1684007,448.9056466,5,16,1100.089757,1590.019123,16,18
6258,muskmelon,cereals,Sandy loam,4,5,94.01466014,807.7788172,5,16,918.7543473,690.0624577,16,18
6259,muskmelon,cereals,Rich red loamy soil,4,5,130.2915786,618.0082915,5,16,1525.629647,1081.346811,16,18
6260,muskmelon,cereals,Loamy,4,5,47.86642665,802.1400143,5,16,1866.660121,1885.380746,16,18
6261,muskmelon,cereals,clay-based soil,4,5,269.2417809,153.5867873,5,16,1056.999184,868.7336724,16,18
6262,muskmelon,cereals,Well grained deep loamy moist and alluviual soil,4,5,504.3973845,307.617997,5,16,526.3567867,2342.077382,16,18
6263,muskmelon,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,387.3442744,298.0464788,5,16,1013.962747,1820.467324,16,18
6264,muskmelon,cereals,Loamy soil,4,5,816.5387174,746.5215902,5,16,454.1790126,1908.348783,16,18
6265,muskmelon,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,348.3109366,120.8663787,5,16,522.6017444,2051.152384,16,18
6266,muskmelon,cereals, well-drained sandy loams or sandy soils ,4,5,795.3629405,728.1401278,5,16,922.3086312,2149.811065,16,18
6267,muskmelon,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,707.5042802,326.3605837,5,16,1506.785573,1655.389348,16,18
6268,muskmelon,cereals,Sandy,4,5,562.2891676,226.8674744,5,16,723.692707,2063.220881,16,18
6269,muskmelon,cereals,light or sandy loam soil,4,5,64.17470574,483.1486097,5,16,1049.307909,1892.302903,16,18
6270,muskmelon,cereals,clay-based soil,4,5,201.4602131,902.7621572,5,16,1600.54089,1388.567588,16,18
6271,muskmelon,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,757.8315415,462.4166881,5,16,1792.255691,1890.849577,16,18
6272,muskmelon,cereals,Sandy Loam,4,5,637.317475,333.4360022,5,16,757.7611458,1630.555232,16,18
6273,muskmelon,cereals,sandy loam to clays of black cotton soils,4,5,637.802501,727.9507284,5,16,1287.043768,1441.705712,16,18
6274,muskmelon,cereals,sandy loam to clays of black cotton soils,4,5,746.7635985,672.9818844,5,16,1431.194947,1517.327777,16,18
6275,muskmelon,cereals,deep loam soils,4,5,110.7396285,763.9912334,5,16,1215.756585,2012.142218,16,18
6276,muskmelon,cereals,sandy loam to clays of black cotton soils,4,5,569.3961086,687.7999809,5,16,1627.645918,1761.770467,16,18
6277,muskmelon,cereals,Sandy,4,5,930.9842186,32.86757574,5,16,1457.476677,631.9243985,16,18
6278,muskmelon,cereals,sandy soils to heavy cotton soils,4,5,170.7598027,705.656331,5,16,1361.209027,915.3318935,16,18
6279,muskmelon,cereals,"clay, clay loam, or sandy loam soils",4,5,335.881413,750.8558271,5,16,494.0236626,815.7365838,16,18
6280,muskmelon,cereals,Rich red loamy soil,4,5,550.5120926,91.95444917,5,16,884.5122111,924.7823521,16,18
6281,muskmelon,cereals,Rich red loamy soil,4,5,297.4610345,772.0418758,5,16,1827.17401,457.7954339,16,18
6282,muskmelon,cereals,LoamySandy,4,5,270.4110544,600.80747,5,16,1029.522325,409.9178213,16,18
6283,muskmelon,cereals,Well drained sandy loam and clayey loam soils ,4,5,217.0691643,947.1562464,5,16,1194.329469,2131.167891,16,18
6284,muskmelon,cereals,Loamy,4,5,337.9286651,844.4423114,5,16,1047.176441,769.3930456,16,18
6285,muskmelon,cereals,wide range of soils,4,5,282.5620493,26.74867576,5,16,910.6034289,1820.944664,16,18
6286,muskmelon,cereals,Alluvia or loamy and clayey soil,4,5,223.9651289,269.6356033,5,16,1518.830876,2098.638874,16,18
6287,muskmelon,cereals,wide range of soils,4,5,271.4663932,837.2805594,5,16,1085.765455,664.1119213,16,18
6288,muskmelon,cereals,Loamy,4,5,300.3350613,207.9460425,5,16,347.6431673,1509.77033,16,18
6289,muskmelon,cereals,Well Drained,4,5,869.7999515,485.6719764,5,16,451.487403,1990.551349,16,18
6290,muskmelon,cereals,Loamy soil/ Lateritic soil,4,5,376.5329481,345.7195076,5,16,1710.738191,768.3373694,16,18
6291,muskmelon,cereals,Well drained loamy soil,4,5,74.54865834,222.9069855,5,16,385.9892781,1181.747362,16,18
6292,muskmelon,cereals,Alluvia or loamy and clayey soil,4,5,737.7099383,692.0139849,5,16,1360.865294,2263.643997,16,18
6293,muskmelon,cereals,clay-based soil,4,5,314.2821281,234.8064868,5,16,1198.772702,1124.886566,16,18
6294,muskmelon,cereals,Silt Loam to loamy,4,5,200.3267539,935.0266278,5,16,1553.742564,774.1195028,16,18
6295,muskmelon,cereals,wide range of soils,4,5,99.84459901,318.6640398,5,16,1682.405401,425.8717809,16,18
6296,muskmelon,cereals,Sandy and Clay Loam,4,5,555.7985582,701.4087793,5,16,1101.583163,886.8285807,16,18
6297,muskmelon,cereals, Any Loamy,4,5,614.4368047,745.6119199,5,16,1299.91976,1988.511318,16,18
6298,muskmelon,cereals,"alluvial,loamy ",4,5,668.5006874,558.7407903,5,16,1724.773706,1573.609546,16,18
6299,muskmelon,cereals,Loamy,4,5,73.4800863,779.4417798,5,16,1542.994249,1106.202035,16,18
6300,muskmelon,cereals,medium to heavy black soil,4,5,34.51582707,63.09910505,5,16,1226.858842,2130.475308,16,18
6301,muskmelon,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,403.7469102,682.4631897,5,16,1199.911661,746.7464547,16,18
6302,muskmelon,cereals,all types of friable soil,4,5,585.1197862,768.5366502,5,16,496.0157712,719.2365216,16,18
6303,muskmelon,cereals, well-drained sandy loams or sandy soils ,4,5,739.4763996,951.0889305,5,16,1377.271637,459.2121564,16,18
6304,muskmelon,cereals,light or sandy loam soil,4,5,296.7155575,51.00183125,5,16,1350.64446,1757.272543,16,18
6305,tinda,cereals,wide range of soils,4,5,515.4262087,170.7842722,5,16,1404.567739,2360.082606,16,18
6306,tinda,cereals,Well grained deep loamy moist and alluviual soil,4,5,594.7339991,814.6184807,5,16,1620.211685,1358.121027,16,18
6307,tinda,cereals,Sandy Loam,4,5,74.62280089,576.2025998,5,16,638.0433741,750.4826366,16,18
6308,tinda,cereals,well-drained sandy loams or sandy soils ,4,5,537.0685227,212.3944659,5,16,1206.224674,2095.833272,16,18
6309,tinda,cereals,"clay, clay loam, or sandy loam soils",4,5,30.45225777,564.2214699,5,16,534.9974255,2248.157424,16,18
6310,tinda,cereals,"Well-drained, Loamy Soil",4,5,653.9010234,786.7975208,5,16,1270.248285,1415.641309,16,18
6311,tinda,cereals, light to heavy soils ,4,5,828.0698365,43.34087449,5,16,1652.939348,481.3213432,16,18
6312,tinda,cereals,Sandy Loam,4,5,367.7090368,954.1927421,5,16,1650.016039,1848.956364,16,18
6313,tinda,cereals,Well grained deep loamy moist and alluviual soil,4,5,336.4724774,479.4890035,5,16,1786.616853,778.2971993,16,18
6314,tinda,cereals,"Well-drained, Loamy Soil",4,5,655.1088258,483.8932118,5,16,1327.069133,1521.813471,16,18
6315,tinda,cereals,LoamySandy,4,5,350.3024876,947.5895148,5,16,1103.118914,1694.436245,16,18
6316,tinda,cereals,Sandy and Clay Loam,4,5,857.1969328,962.0816338,5,16,1684.154456,2149.749246,16,18
6317,tinda,cereals,Red sandy loam,4,5,738.2886711,757.6876562,5,16,830.6177498,733.8114034,16,18
6318,tinda,cereals,Rich red loamy soil,4,5,657.2578693,618.8757291,5,16,683.0701414,1438.510448,16,18
6319,tinda,cereals,"Well-drained, Loamy Soil",4,5,96.67904291,524.0866964,5,16,1746.844778,1206.9295,16,18
6320,tinda,cereals,"alluvial,loamy ",4,5,342.7029004,606.1479584,5,16,785.8694584,1002.571771,16,18
6321,tinda,cereals,well-drained soil,4,5,747.9634745,294.1339045,5,16,1101.315049,457.7197019,16,18
6322,tinda,cereals,Well drained sandy loam and clayey loam soils ,4,5,348.5181944,813.6963732,5,16,1755.736282,741.2382462,16,18
6323,tinda,cereals,Red sandy loam,4,5,319.01709,582.261065,5,16,701.2876761,659.0403186,16,18
6324,tinda,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,731.1012938,616.0897239,5,16,1131.994889,937.8712068,16,18
6325,tinda,cereals, well-drained sandy loams or sandy soils ,4,5,291.1230092,74.76436227,5,16,970.2450361,1022.534591,16,18
6326,tinda,cereals,well-drained soil,4,5,273.6138962,841.7032223,5,16,1659.021713,2246.015705,16,18
6327,tinda,cereals,Well grained deep loamy moist and alluviual soil,4,5,952.4322424,578.4529583,5,16,546.5555341,701.2406537,16,18
6328,tinda,cereals,well-drained loamy soils,4,5,842.4108099,474.151549,5,16,620.4967102,1138.76095,16,18
6329,tinda,cereals,Well grained deep loamy moist and alluviual soil,4,5,591.7764956,469.3480654,5,16,597.4566337,1845.610871,16,18
6330,tinda,cereals,sandy soils to heavy cotton soils,4,5,403.4632838,757.8693217,5,16,1550.964678,1066.228641,16,18
6331,tinda,cereals,deep loam soils,4,5,391.05418,103.2541895,5,16,781.8400555,1800.660804,16,18
6332,tinda,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,434.2218398,769.6533621,5,16,1446.680995,1023.697503,16,18
6333,tinda,cereals,well-drained loamy soils,4,5,704.6065132,264.4833611,5,16,1875.18717,1488.20082,16,18
6334,tinda,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,612.2936181,810.2972671,5,16,1412.803475,1921.519735,16,18
6335,tinda,cereals,Sandy Loam,4,5,649.2017608,940.9477465,5,16,960.5254883,1788.537325,16,18
6336,tinda,cereals,Alluvia or loamy and clayey soil,4,5,596.4411692,658.8055974,5,16,990.0872566,1216.284306,16,18
6337,tinda,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,114.3147607,516.0088595,5,16,1751.561681,780.7899892,16,18
6338,tinda,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,668.000014,450.4013087,5,16,1096.068872,1635.880659,16,18
6339,tinda,cereals,LoamySandy,4,5,815.9740944,51.52291109,5,16,1342.172072,1893.555442,16,18
6340,tinda,cereals,Sandy and Clay Loam,4,5,629.222899,320.0147374,5,16,772.9654561,445.8209796,16,18
