,CROPS,TYPE_OF_CROP,SOIL,SOIL_PH,CROP_DURATION,TEMP,WATER_SOURCE,WATER_REQUIRED,RELATIVE_HUMIDITY
548,elephant foot yam,Root&tuber,Rich red loamy soil,5.7,240,32.27,"irrigated,rainfall",1410,83.05
549,elephant foot yam,Root&tuber,Rich red loamy soil,5.7,240,34.84,"irrigated,rainfall",1363,84.73
550,cauliflower,colecrops,LoamySandy,6.6,64,21.47,"irrigated,rainfall",381,95.55
551,cauliflower,colecrops,LoamySandy,6.5,98,12.3,"irrigated,rainfall",420,97.07
552,cauliflower,colecrops,LoamySandy,6.7,70,9.35,"irrigated,rainfall",483,98.0
553,cauliflower,colecrops,LoamySandy,6.6,59,5.95,"irrigated,rainfall",438,97.92
554,cauliflower,colecrops,LoamySandy,6.7,91,9.78,"irrigated,rainfall",455,96.53
555,cauliflower,colecrops,LoamySandy,6.6,81,28.41,"irrigated,rainfall",449,99.85
556,cauliflower,colecrops,LoamySandy,6.6,59,19.07,"irrigated,rainfall",440,98.56
557,cauliflower,colecrops,LoamySandy,6.6,97,9.24,"irrigated,rainfall",461,95.02
558,cauliflower,colecrops,LoamySandy,6.6,59,17.37,"irrigated,rainfall",392,95.05
559,cauliflower,colecrops,LoamySandy,6.6,70,9.12,"irrigated,rainfall",468,99.98
560,small onion,bulbvegetables,Sandy loam,6.4,82,16.47,"irrigated,rainfall",683,74.16
561,small onion,bulbvegetables,Sandy loam,6.5,84,17.53,"irrigated,rainfall",657,69.43
562,small onion,bulbvegetables,Sandy loam,6.2,88,21.65,"irrigated,rainfall",744,68.74
563,small onion,bulbvegetables,Sandy loam,6.2,85,16.84,"irrigated,rainfall",734,74.94
564,small onion,bulbvegetables,Sandy loam,6.3,84,22.76,"irrigated,rainfall",673,73.18
565,small onion,bulbvegetables,Sandy loam,6.3,77,17.68,"irrigated,rainfall",694,72.43
566,small onion,bulbvegetables,Sandy loam,6.5,87,19.25,"irrigated,rainfall",716,67.93
567,small onion,bulbvegetables,Sandy loam,6.2,72,23.8,"irrigated,rainfall",699,69.9
568,small onion,bulbvegetables,Sandy loam,6.2,84,23.39,"irrigated,rainfall",660,71.31
569,small onion,bulbvegetables,Sandy loam,6.5,89,22.59,"irrigated,rainfall",674,73.38
