,CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,SOIL_PH,CROP_DURATION,WATERSOURCE,TEMP,WATER_REQUIRED,RELATIVE_HUMIDITY
361,bottle gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",25.36,1161.0,75.63
362,bottle gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",25.34,1158.0,75.78
363,bottle gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",25.25,1154.0,75.87
364,bottle gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",25.3,1158.0,75.83
365,bottle gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",25.35,1161.0,75.51
366,bottle gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",25.33,1162.0,75.84
367,bottle gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",25.35,1168.0,75.53
368,bottle gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",25.32,1152.0,75.69
369,bottle gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",25.22,1151.0,76.06
370,bitter gourd,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,7.0,60.0,"irrigated,rainfall",29.89,955.0,83.93
371,bitter gourd,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,7.0,60.0,"irrigated,rainfall",29.9,977.0,83.4
372,bitter gourd,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,7.0,60.0,"irrigated,rainfall",29.9,991.0,84.1
373,bitter gourd,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,7.0,60.0,"irrigated,rainfall",29.9,961.0,83.74
374,bitter gourd,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,7.0,60.0,"irrigated,rainfall",29.89,1008.0,83.83
375,bitter gourd,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,7.0,60.0,"irrigated,rainfall",29.91,944.0,83.78
376,bitter gourd,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,7.0,60.0,"irrigated,rainfall",29.9,972.0,83.61
377,bitter gourd,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,7.0,60.0,"irrigated,rainfall",29.87,952.0,84.59
378,bitter gourd,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,7.0,60.0,"irrigated,rainfall",29.86,966.0,83.65
379,bitter gourd,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,7.0,60.0,"irrigated,rainfall",29.88,1023.0,83.86
380,ash gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",29.56,1181.0,52.59
381,ash gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",28.8,1179.0,53.22
382,ash gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",29.08,1182.0,52.64
383,ash gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",29.35,1180.0,52.91
384,ash gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",29.08,1181.0,52.66
385,ash gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",29.44,1179.0,52.67
386,ash gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",29.37,1180.0,52.75
387,ash gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",29.83,1183.0,52.49
388,ash gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",29.56,1180.0,52.71
389,ash gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",28.82,1180.0,52.86
390,cucumber,vegetables,Loamy,Zaid,Mar-Jul,Mar-Jul,7.1,120.0,irrigated,25.85,1494.0,62.31
391,cucumber,vegetables,Loamy,Zaid,Mar-Jul,Mar-Jul,7.1,120.0,irrigated,26.34,1493.0,62.46
392,cucumber,vegetables,Loamy,Zaid,Mar-Jul,Mar-Jul,7.0,120.0,irrigated,26.55,1494.0,62.38
393,cucumber,vegetables,Loamy,Zaid,Mar-Jul,Mar-Jul,6.9,120.0,irrigated,27.42,1492.0,62.43
394,cucumber,vegetables,Loamy,Zaid,Mar-Jul,Mar-Jul,7.0,120.0,irrigated,25.99,1494.0,62.32
395,cucumber,vegetables,Loamy,Zaid,Mar-Jul,Mar-Jul,7.1,120.0,irrigated,25.8,1494.0,62.4
396,cucumber,vegetables,Loamy,Zaid,Mar-Jul,Mar-Jul,7.0,120.0,irrigated,26.09,1494.0,62.32
397,cucumber,vegetables,Loamy,Zaid,Mar-Jul,Mar-Jul,7.0,120.0,irrigated,26.76,1494.0,62.42
398,cucumber,vegetables,Loamy,Zaid,Mar-Jul,Mar-Jul,7.0,120.0,irrigated,26.82,1492.0,62.43
399,cucumber,vegetables,Loamy,Zaid,Mar-Jul,Mar-Jul,7.2,120.0,irrigated,26.11,1494.0,62.26
400,watermelon,vegetables,Sandy,Zaid,Mar-Jul,Mar-Jul,7.3,77.0,irrigated,26.9,947.0,75.56
401,watermelon,vegetables,Sandy,Zaid,Mar-Jul,Mar-Jul,7.3,78.0,irrigated,26.89,950.0,75.54
402,watermelon,vegetables,Sandy,Zaid,Mar-Jul,Mar-Jul,7.3,77.0,irrigated,26.89,950.0,75.57
403,watermelon,vegetables,Sandy,Zaid,Mar-Jul,Mar-Jul,7.3,78.0,irrigated,26.89,948.0,75.78
404,watermelon,vegetables,Sandy,Zaid,Mar-Jul,Mar-Jul,7.3,78.0,irrigated,26.89,940.0,75.57
405,watermelon,vegetables,Sandy,Zaid,Mar-Jul,Mar-Jul,7.3,78.0,irrigated,26.89,956.0,75.56
406,watermelon,vegetables,Sandy,Zaid,Mar-Jul,Mar-Jul,7.3,77.0,irrigated,26.89,960.0,75.45
407,watermelon,vegetables,Sandy,Zaid,Mar-Jul,Mar-Jul,7.4,77.0,irrigated,26.9,953.0,75.51
408,watermelon,vegetables,Sandy,Zaid,Mar-Jul,Mar-Jul,7.3,77.0,irrigated,26.89,951.0,75.49
409,watermelon,vegetables,Sandy,Zaid,Mar-Jul,Mar-Jul,7.3,78.0,irrigated,26.89,944.0,75.45
410,muskmelon,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,71.0,irrigated,33.75,935.0,83.83
411,muskmelon,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,71.0,irrigated,33.53,944.0,83.78
412,muskmelon,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,33.69,937.0,83.85
413,muskmelon,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,33.8,932.0,83.83
414,muskmelon,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,71.0,irrigated,33.49,943.0,83.72
415,muskmelon,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,33.81,933.0,83.85
416,muskmelon,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,71.0,irrigated,33.61,951.0,83.78
417,muskmelon,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,71.0,irrigated,33.59,935.0,83.82
418,muskmelon,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,33.89,927.0,83.85
419,muskmelon,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,33.88,928.0,83.85
420,tinda,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,26.73,915.0,80.57
421,tinda,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,26.08,916.0,81.87
422,tinda,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,27.19,923.0,81.04
423,tinda,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,26.22,911.0,82.79
424,tinda,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,27.4,905.0,81.39
425,tinda,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,26.57,910.0,82.63
426,tinda,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,26.08,910.0,81.29
427,tinda,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,26.73,923.0,81.22
428,tinda,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,26.67,905.0,81.95
429,tinda,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.5,70.0,irrigated,26.31,911.0,81.8
430,chowchow,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.4,150.0,"irrigated,rainfall",19.32,1404.0,84.8
431,chowchow,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.4,150.0,"irrigated,rainfall",20.01,1364.0,84.82
432,chowchow,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.4,150.0,"irrigated,rainfall",20.02,1398.0,84.83
433,chowchow,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.4,150.0,"irrigated,rainfall",19.47,1393.0,84.81
434,chowchow,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.4,150.0,"irrigated,rainfall",20.02,1395.0,84.74
435,chowchow,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.4,150.0,"irrigated,rainfall",19.25,1402.0,84.86
436,chowchow,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.4,150.0,"irrigated,rainfall",19.6,1393.0,84.81
437,chowchow,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.4,150.0,"irrigated,rainfall",19.25,1430.0,84.78
438,chowchow,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.4,150.0,"irrigated,rainfall",19.79,1366.0,84.81
439,chowchow,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.4,150.0,"irrigated,rainfall",19.46,1425.0,84.8
440,cluster bean,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.2,89.0,"irrigated,rainfall",23.67,915.0,82.07
441,cluster bean,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.2,89.0,"irrigated,rainfall",23.99,915.0,82.08
442,cluster bean,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.2,89.0,"irrigated,rainfall",22.67,921.0,81.84
443,cluster bean,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.2,89.0,"irrigated,rainfall",23.76,929.0,79.69
444,cluster bean,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.3,89.0,"irrigated,rainfall",23.74,934.0,80.12
445,cluster bean,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.2,89.0,"irrigated,rainfall",22.66,927.0,79.3
446,cluster bean,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.2,89.0,"irrigated,rainfall",22.95,919.0,80.73
447,cluster bean,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.2,89.0,"irrigated,rainfall",23.35,918.0,81.82
448,cluster bean,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.3,89.0,"irrigated,rainfall",23.35,930.0,80.38
449,cluster bean,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.2,89.0,"irrigated,rainfall",23.37,916.0,80.43
450,vegetable cowpea,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.0,81.0,"irrigated,rainfall",28.31,904.0,81.12
451,vegetable cowpea,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.0,79.0,"irrigated,rainfall",27.72,904.0,81.04
452,vegetable cowpea,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.0,81.0,"irrigated,rainfall",28.03,905.0,81.02
453,vegetable cowpea,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.0,79.0,"irrigated,rainfall",27.3,905.0,81.06
454,vegetable cowpea,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.0,82.0,"irrigated,rainfall",27.52,904.0,81.05
455,vegetable cowpea,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.0,83.0,"irrigated,rainfall",28.6,905.0,81.08
456,vegetable cowpea,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.0,78.0,"irrigated,rainfall",27.08,905.0,81.03
457,vegetable cowpea,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.0,83.0,"irrigated,rainfall",28.29,905.0,81.01
458,vegetable cowpea,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.0,81.0,"irrigated,rainfall",28.26,906.0,81.09
459,vegetable cowpea,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.0,82.0,"irrigated,rainfall",28.18,904.0,81.05
460,french bean,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,5.9,41.0,"irrigated,rainfall",25.92,914.0,80.49
461,french bean,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,5.9,41.0,"irrigated,rainfall",26.08,916.0,79.18
462,french bean,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,5.9,41.0,"irrigated,rainfall",26.11,911.0,79.25
463,french bean,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,5.9,42.0,"irrigated,rainfall",26.18,917.0,79.68
464,french bean,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,5.9,42.0,"irrigated,rainfall",26.26,917.0,78.79
465,french bean,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,5.9,42.0,"irrigated,rainfall",26.07,914.0,79.96
466,french bean,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,5.9,41.0,"irrigated,rainfall",25.98,917.0,79.35
467,french bean,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,5.9,41.0,"irrigated,rainfall",25.95,923.0,78.93
468,french bean,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,5.9,42.0,"irrigated,rainfall",26.39,912.0,79.35
469,french bean,vegetables,Well drained loamy soil,Zaid,Mar-Jul,Mar-Jul,5.9,42.0,"irrigated,rainfall",26.14,920.0,78.7
470,peas,vegetables,Sandy loam,rabi,Oct-Dec,Apr-Jun,7.3,70.0,rainfed,11.26,1189.0,71.38
471,peas,vegetables,Sandy loam,rabi,Oct-Dec,Apr-Jun,7.3,70.0,rainfed,11.37,1184.0,71.27
472,peas,vegetables,Sandy loam,rabi,Oct-Dec,Apr-Jun,7.3,70.0,rainfed,11.2,1190.0,70.91
473,peas,vegetables,Sandy loam,rabi,Oct-Dec,Apr-Jun,7.3,70.0,rainfed,11.2,1191.0,70.94
474,peas,vegetables,Sandy loam,rabi,Oct-Dec,Apr-Jun,7.3,70.0,rainfed,11.25,1182.0,71.19
475,peas,vegetables,Sandy loam,rabi,Oct-Dec,Apr-Jun,7.3,70.0,rainfed,11.2,1190.0,71.03
476,peas,vegetables,Sandy loam,rabi,Oct-Dec,Apr-Jun,7.3,70.0,rainfed,11.21,1193.0,70.84
477,peas,vegetables,Sandy loam,rabi,Oct-Dec,Apr-Jun,7.3,70.0,rainfed,11.28,1175.0,71.14
478,peas,vegetables,Sandy loam,rabi,Oct-Dec,Apr-Jun,7.3,70.0,rainfed,11.22,1187.0,71.01
479,peas,vegetables,Sandy loam,rabi,Oct-Dec,Apr-Jun,7.3,70.0,rainfed,11.19,1191.0,70.81
480,annual moringa,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.9,236.0,"irrigated,rainfall",34.69,1032.0,75.46
481,annual moringa,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.9,237.0,"irrigated,rainfall",34.69,1032.0,75.4
482,annual moringa,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.9,236.0,"irrigated,rainfall",34.7,1031.0,75.41
483,annual moringa,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.9,236.0,"irrigated,rainfall",34.67,1032.0,75.42
484,annual moringa,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.7,236.0,"irrigated,rainfall",34.7,1032.0,75.48
485,annual moringa,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.8,237.0,"irrigated,rainfall",34.71,1032.0,75.38
486,annual moringa,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.9,236.0,"irrigated,rainfall",34.69,1031.0,75.43
487,annual moringa,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.9,236.0,"irrigated,rainfall",34.51,1030.0,75.53
488,annual moringa,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.9,237.0,"irrigated,rainfall",34.71,1031.0,75.41
489,annual moringa,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.0,236.0,"irrigated,rainfall",34.68,1031.0,75.4
490,carrot,Root&tuber,light or sandy loam soil,rabi,Oct-Dec,Apr-Jun,6.6,75.0,irrigated,18.57,1000.0,68.3
491,carrot,Root&tuber,light or sandy loam soil,rabi,Oct-Dec,Apr-Jun,6.6,75.0,irrigated,18.58,1000.0,68.58
492,carrot,Root&tuber,light or sandy loam soil,rabi,Oct-Dec,Apr-Jun,6.6,75.0,irrigated,18.62,1000.0,68.69
493,carrot,Root&tuber,light or sandy loam soil,rabi,Oct-Dec,Apr-Jun,6.6,75.0,irrigated,18.53,1000.0,68.04
494,carrot,Root&tuber,light or sandy loam soil,rabi,Oct-Dec,Apr-Jun,6.6,75.0,irrigated,18.57,1000.0,68.61
495,carrot,Root&tuber,light or sandy loam soil,rabi,Oct-Dec,Apr-Jun,6.6,75.0,irrigated,18.64,1000.0,68.78
496,carrot,Root&tuber,light or sandy loam soil,rabi,Oct-Dec,Apr-Jun,6.6,75.0,irrigated,18.62,1000.0,68.76
497,carrot,Root&tuber,light or sandy loam soil,rabi,Oct-Dec,Apr-Jun,6.6,75.0,irrigated,18.63,1000.0,68.44
498,carrot,Root&tuber,light or sandy loam soil,rabi,Oct-Dec,Apr-Jun,6.6,75.0,irrigated,18.64,1000.0,68.83
499,carrot,Root&tuber,light or sandy loam soil,rabi,Oct-Dec,Apr-Jun,6.6,75.0,irrigated,18.6,1000.0,68.33
500,beetroot,Root&tuber,all types of friable soil,rabi,Oct-Dec,Apr-Jun,6.1,65.0,irrigated,19.03,1000.0,99.77
501,beetroot,Root&tuber,all types of friable soil,rabi,Oct-Dec,Apr-Jun,6.1,65.0,irrigated,19.41,1000.0,99.78
502,beetroot,Root&tuber,all types of friable soil,rabi,Oct-Dec,Apr-Jun,6.1,65.0,irrigated,18.94,1000.0,99.76
503,beetroot,Root&tuber,all types of friable soil,rabi,Oct-Dec,Apr-Jun,6.1,65.0,irrigated,18.96,1000.0,99.8
504,beetroot,Root&tuber,all types of friable soil,rabi,Oct-Dec,Apr-Jun,6.1,65.0,irrigated,19.07,1000.0,99.78
505,beetroot,Root&tuber,all types of friable soil,rabi,Oct-Dec,Apr-Jun,6.1,65.0,irrigated,19.14,1000.0,99.78
506,beetroot,Root&tuber,all types of friable soil,rabi,Oct-Dec,Apr-Jun,6.1,65.0,irrigated,19.03,1000.0,99.74
507,beetroot,Root&tuber,all types of friable soil,rabi,Oct-Dec,Apr-Jun,6.1,65.0,irrigated,19.18,1000.0,99.75
508,beetroot,Root&tuber,all types of friable soil,rabi,Oct-Dec,Apr-Jun,6.1,65.0,irrigated,19.19,1000.0,99.78
509,beetroot,Root&tuber,all types of friable soil,rabi,Oct-Dec,Apr-Jun,6.1,65.0,irrigated,19.03,1000.0,99.74
510,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,rabi,Oct-Dec,Apr-Jun,6.6,21.0,irrigated,15.63,1000.0,99.69
511,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,rabi,Oct-Dec,Apr-Jun,6.5,21.0,irrigated,15.41,1000.0,99.53
512,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,rabi,Oct-Dec,Apr-Jun,6.6,21.0,irrigated,15.63,1000.0,99.67
513,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,rabi,Oct-Dec,Apr-Jun,6.6,21.0,irrigated,15.46,1000.0,99.51
514,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,rabi,Oct-Dec,Apr-Jun,6.6,21.0,irrigated,15.64,1000.0,99.7
515,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,rabi,Oct-Dec,Apr-Jun,6.6,21.0,irrigated,15.64,1000.0,99.57
516,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,rabi,Oct-Dec,Apr-Jun,6.6,21.0,irrigated,15.64,1000.0,99.64
517,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,rabi,Oct-Dec,Apr-Jun,6.6,21.0,irrigated,15.58,1000.0,99.57
518,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,rabi,Oct-Dec,Apr-Jun,6.5,21.0,irrigated,15.51,1000.0,99.43
519,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,rabi,Oct-Dec,Apr-Jun,6.6,21.0,irrigated,15.61,1000.0,99.69
520,sweet potato,Root&tuber,well-drained soil,rabi,Oct-Dec,Apr-Jun,6.5,95.0,"irrigated,rainfall",21.34,1000.0,89.72
521,sweet potato,Root&tuber,well-drained soil,rabi,Oct-Dec,Apr-Jun,6.5,95.0,"irrigated,rainfall",21.29,1000.0,89.7
522,sweet potato,Root&tuber,well-drained soil,rabi,Oct-Dec,Apr-Jun,6.6,94.0,"irrigated,rainfall",21.31,1000.0,89.76
523,sweet potato,Root&tuber,well-drained soil,rabi,Oct-Dec,Apr-Jun,6.6,94.0,"irrigated,rainfall",21.23,1000.0,89.76
524,sweet potato,Root&tuber,well-drained soil,rabi,Oct-Dec,Apr-Jun,6.6,94.0,"irrigated,rainfall",21.18,1000.0,89.76
525,sweet potato,Root&tuber,well-drained soil,rabi,Oct-Dec,Apr-Jun,6.6,94.0,"irrigated,rainfall",21.19,1000.0,89.76
526,sweet potato,Root&tuber,well-drained soil,rabi,Oct-Dec,Apr-Jun,6.5,93.0,"irrigated,rainfall",21.22,1000.0,89.76
527,sweet potato,Root&tuber,well-drained soil,rabi,Oct-Dec,Apr-Jun,6.6,94.0,"irrigated,rainfall",21.22,1000.0,89.75
528,sweet potato,Root&tuber,well-drained soil,rabi,Oct-Dec,Apr-Jun,6.6,93.0,"irrigated,rainfall",21.17,1000.0,89.76
529,sweet potato,Root&tuber,well-drained soil,rabi,Oct-Dec,Apr-Jun,6.6,94.0,"irrigated,rainfall",21.27,1000.0,89.76
530,tapoica,Root&tuber,Red lateritic loam,rabi,Oct-Dec,Apr-Jun,6.9,275.0,"irrigated,rainfall",27.7,1000.0,58.8
531,tapoica,Root&tuber,Red lateritic loam,rabi,Oct-Dec,Apr-Jun,6.9,275.0,"irrigated,rainfall",27.94,1000.0,59.12
532,tapoica,Root&tuber,Red lateritic loam,rabi,Oct-Dec,Apr-Jun,6.9,274.0,"irrigated,rainfall",28.08,1000.0,59.36
533,tapoica,Root&tuber,Red lateritic loam,rabi,Oct-Dec,Apr-Jun,6.9,275.0,"irrigated,rainfall",27.53,1000.0,59.13
534,tapoica,Root&tuber,Red lateritic loam,rabi,Oct-Dec,Apr-Jun,6.9,274.0,"irrigated,rainfall",27.86,1000.0,59.36
535,tapoica,Root&tuber,Red lateritic loam,rabi,Oct-Dec,Apr-Jun,6.9,274.0,"irrigated,rainfall",27.84,1000.0,59.14
536,tapoica,Root&tuber,Red lateritic loam,rabi,Oct-Dec,Apr-Jun,6.9,274.0,"irrigated,rainfall",27.82,1000.0,59.28
537,tapoica,Root&tuber,Red lateritic loam,rabi,Oct-Dec,Apr-Jun,6.9,275.0,"irrigated,rainfall",27.77,1000.0,58.83
538,tapoica,Root&tuber,Red lateritic loam,rabi,Oct-Dec,Apr-Jun,6.9,275.0,"irrigated,rainfall",27.63,1000.0,59.24
539,tapoica,Root&tuber,Red lateritic loam,rabi,Oct-Dec,Apr-Jun,6.9,274.0,"irrigated,rainfall",27.87,1000.0,59.25
540,elephant foot yam,Root&tuber,Rich red loamy soil,rabi,Oct-Dec,Apr-Jun,6.4,240.0,"irrigated,rainfall",34.6,1248.0,84.39
541,elephant foot yam,Root&tuber,Rich red loamy soil,rabi,Oct-Dec,Apr-Jun,6.2,240.0,"irrigated,rainfall",34.61,1232.0,84.42
542,elephant foot yam,Root&tuber,Rich red loamy soil,rabi,Oct-Dec,Apr-Jun,6.1,240.0,"irrigated,rainfall",34.58,1279.0,84.38
543,elephant foot yam,Root&tuber,Rich red loamy soil,rabi,Oct-Dec,Apr-Jun,6.3,240.0,"irrigated,rainfall",34.56,1244.0,84.39
544,elephant foot yam,Root&tuber,Rich red loamy soil,rabi,Oct-Dec,Apr-Jun,6.3,240.0,"irrigated,rainfall",34.54,1215.0,84.21
545,elephant foot yam,Root&tuber,Rich red loamy soil,rabi,Oct-Dec,Apr-Jun,6.3,240.0,"irrigated,rainfall",34.54,1242.0,84.19
546,elephant foot yam,Root&tuber,Rich red loamy soil,rabi,Oct-Dec,Apr-Jun,6.4,240.0,"irrigated,rainfall",34.61,1279.0,84.39
547,elephant foot yam,Root&tuber,Rich red loamy soil,rabi,Oct-Dec,Apr-Jun,6.3,240.0,"irrigated,rainfall",34.5,1279.0,84.33
548,elephant foot yam,Root&tuber,Rich red loamy soil,rabi,Oct-Dec,Apr-Jun,6.2,240.0,"irrigated,rainfall",34.56,1251.0,84.33
549,elephant foot yam,Root&tuber,Rich red loamy soil,rabi,Oct-Dec,Apr-Jun,6.3,240.0,"irrigated,rainfall",34.45,1294.0,84.15
550,cauliflower,colecrops,LoamySandy,rabi,Oct-Dec,Apr-Jun,6.5,98.0,"irrigated,rainfall",23.61,479.0,95.87
551,cauliflower,colecrops,LoamySandy,rabi,Oct-Dec,Apr-Jun,6.5,99.0,"irrigated,rainfall",23.65,479.0,95.73
552,cauliflower,colecrops,LoamySandy,rabi,Oct-Dec,Apr-Jun,6.5,98.0,"irrigated,rainfall",23.52,479.0,95.74
553,cauliflower,colecrops,LoamySandy,rabi,Oct-Dec,Apr-Jun,6.5,99.0,"irrigated,rainfall",23.67,483.0,95.73
554,cauliflower,colecrops,LoamySandy,rabi,Oct-Dec,Apr-Jun,6.5,99.0,"irrigated,rainfall",23.71,484.0,95.91
